UF;CO_MUNICIPIO;NO_MUNICIPIO;IFDM_2006;IFDM_2007;IFDM_2008;IFDM_2009;IFDM_2010;
GO;5215405;Ouro Verde de Goiás;0,765038235;0,762524925;0,778468137;0,761378026;0,8451532383;
GO;5215504;Ouvidor;0,74604748;0,775503304;0,849761989;0,880896201;0,8506784265;
GO;5215603;Padre Bernardo;0,579942251;0,62189923;0,630632397;0,648618361;0,660489439;
GO;5215652;Palestina de Goiás;0,803287157;0,782987503;0,746493029;0,822493859;0,8411401138;
GO;5215702;Palmeiras de Goiás;0,731301961;0,748947904;0,746709595;0,763932739;0,791345992;
GO;5215801;Palmelo;0,785574489;0,75464781;0,85549043;0,84200542;0,8567112246;
GO;5215900;Palminópolis;0,689545416;0,78497511;0,810863963;0,834591655;0,8931143873;
GO;5216007;Panamá;0,692191885;0,746140855;0,777413518;0,798194981;0,8039556611;
GO;5216304;Paranaiguara;0,741109931;0,839565997;0,825719161;0,866553098;0,8042314243;
GO;5216403;Paraúna;0,657769393;0,708865409;0,733559957;0,770097016;0,7759215158;
GO;5216452;Perolândia;0,654308766;0,672419017;0,736801142;0,750874335;0,7619129105;
GO;5216809;Petrolina de Goiás;0,669924012;0,703846416;0,732632257;0,755446476;0,7824768851;
GO;5216908;Pilar de Goiás;0,599885721;0,616541391;0,592651113;0,664622716;0,6474826345;
GO;5217104;Piracanjuba;0,729959217;0,79950976;0,808160662;0,804498805;0,8241349283;
GO;5217203;Piranhas;0,744828811;0,717910728;0,771169654;0,809576706;0,8433829583;
GO;5217302;Pirenópolis;0,702563777;0,740572205;0,744328027;0,754886434;0,7472298186;
GO;5217401;Pires do Rio;0,736904466;0,76482345;0,792331593;0,809497065;0,831144597;
GO;5217609;Planaltina;0,568429099;0,577265038;0,572818299;0,639404221;0,6761939083;
GO;5217708;Pontalina;0,707811819;0,750275634;0,80203099;0,794365739;0,8455421606;
GO;5218003;Porangatu;0,704479108;0,720632377;0,73864265;0,75386172;0,7615470438;
GO;5218052;Porteirão;0,700335062;0,718969201;0,778040159;0,744412447;0,7500128689;
GO;5218102;Portelândia;0,598178621;0,614652291;0,66668514;0,627482214;0,6767826628;
GO;5218300;Posse;0,599969258;0,639334465;0,649322899;0,67552793;0,6877977538;
GO;5218391;Professor Jamil;0,699312239;0,721214271;0,738498814;0,765243607;0,8224290668;
GO;5218508;Quirinópolis;0,70985622;0,756111299;0,799295666;0,816656144;0,8131740206;
GO;5218607;Rialma;0,7545599;0,759104894;0,773607717;0,793821269;0,815071641;
GO;5218706;Rianápolis;0,713638304;0,755184398;0,773726256;0,82759596;0,8464227642;
GO;5218789;Rio Quente;0,608865862;0,708857419;0,734267306;0,720305077;0,7289587535;
GO;5218805;Rio Verde;0,721793069;0,756466974;0,791221355;0,834892456;0,8539089025;
GO;5218904;Rubiataba;0,727533447;0,733248812;0,780108594;0,790267261;0,8271204695;
GO;5219001;Sanclerlândia;0,715141491;0,752828615;0,765284452;0,825383326;0,8086008796;
GO;5219100;Santa Bárbara de Goiás;0,673895596;0,661065242;0,6931352;0,727769382;0,7263171983;
GO;5219209;Santa Cruz de Goiás;0,649447153;0,740637988;0,719416249;0,717015017;0,7384536802;
GO;5219258;Santa Fé de Goiás;0,649958673;0,702048732;0,707182859;0,706871937;0,7288194214;
GO;5219308;Santa Helena de Goiás;0,683488011;0,720696604;0,745747254;0,796110268;0,8116866624;
GO;5219357;Santa Isabel;0,693191979;0,798166663;0,824121426;0,784086199;0,7944015004;
GO;5219407;Santa Rita do Araguaia;0,733467816;0,721562822;0,706376834;0,717041815;0,7343223284;
GO;5219456;Santa Rita do Novo Destino;0,582529509;0,669913906;0,704213135;0,691063918;0,7058846169;
GO;5219506;Santa Rosa de Goiás;0,650522659;0,706525866;0,767489891;0,812118045;0,8397603486;
GO;5219605;Santa Tereza de Goiás;0,66455133;0,800352446;0,804063127;0,794210936;0,7467486264;
GO;5219704;Santa Terezinha de Goiás;0,701347266;0,71818778;0,672668228;0,701140702;0,7536005513;
GO;5219712;Santo Antônio da Barra;0,764650073;0,736560032;0,798021278;0,764986406;0,722207347;
GO;5219738;Santo Antônio de Goiás;0,703408528;0,671398122;0,76804078;0,76157823;0,7785069505;
GO;5219753;Santo Antônio do Descoberto;0,558365138;0,562050677;0,585225673;0,594936968;0,6559630114;
GO;5219803;São Domingos;0,636542274;0,602712048;0,590940094;0,658110553;0,6530317924;
GO;5219902;São Francisco de Goiás;0,733286222;0,736253883;0,786538523;0,790445788;0,8379049353;
GO;5220009;São João d'Aliança;0,584713217;0,592735341;0,604363893;0,622797753;0,61573414;
GO;5220058;São João da Paraúna;0,735487502;0,757892157;0,797581487;0,812173766;0,8508823529;
GO;5220108;São Luís de Montes Belos;0,703913441;0,746026738;0,752085924;0,7842636;0,8097287224;
GO;5220157;São Luíz do Norte;0,597023673;0,791561772;0,741971308;0,729916945;0,7187285224;
GO;5220207;São Miguel do Araguaia;0,66446545;0,68046975;0,72038353;0,762990163;0,7741272918;
GO;5220264;São Miguel do Passa Quatro;0,711479304;0,74217203;0,732216878;0,717553848;0,7340287597;
GO;5220280;São Patrício;0,73667699;0,760634579;0,77177084;0,779564004;0,8108325552;
GO;5220405;São Simão;0,72489054;0,769385543;0,800788868;0,8311817;0,8363598423;
GO;5220454;Senador Canedo;0,654579784;0,642127196;0,664514829;0,692120458;0,689398201;
GO;5220504;Serranópolis;0,715571634;0,761556896;0,741902528;0,734283628;0,7539252767;
GO;5220603;Silvânia;0,717124439;0,71601006;0,733069155;0,769178845;0,7817675384;
GO;5220686;Simolândia;0,583065326;0,574317294;0,581216434;0,592293566;0,6363074797;
GO;5220702;Sítio d'Abadia;0,606299164;0,603867526;0,565605078;0,639871557;0,6753031096;
GO;5221007;Taquaral de Goiás;0,771747208;0,778524455;0,757530248;0,761103765;0,7824279624;
GO;5221080;Teresina de Goiás;0,575674286;0,521952813;0,584133927;0,598984776;0,6074844686;
GO;5221197;Terezópolis de Goiás;0,677376521;0,637661707;0,655802485;0,706152937;0,6784939831;
GO;5221304;Três Ranchos;0,801473068;0,827673362;0,75715379;0,795256821;0,8567387092;
GO;5221403;Trindade;0,594165194;0,639624258;0,64904522;0,680582529;0,6970451419;
GO;5221452;Trombas;0,637345989;0,799500258;0,765342097;0,6983623;0,6585297429;
GO;5221502;Turvânia;0,711722637;0,723109358;0,73078744;0,784191882;0,8673295441;
GO;5221551;Turvelândia;0,583062154;0,664630407;0,665346448;0,745429412;0,749932321;
GO;5221577;Uirapuru;0,592033967;0,690994052;0,701566111;0,671898631;0,7033931418;
GO;5221601;Uruaçu;0,710606743;0,720977871;0,749238256;0,778168615;0,785718858;
GO;5221700;Uruana;0,762795395;0,749583728;0,741593044;0,806937798;0,8116906706;
GO;5221809;Urutaí;0,791503535;0,725776805;0,79880784;0,869476378;0,8412100916;
GO;5221858;Valparaíso de Goiás;0,617952889;0,636078385;0,647690109;0,702281314;0,6969138734;
GO;5221908;Varjão;0,758806949;0,724912891;0,708565568;0,69661537;0,6539808485;
GO;5222005;Vianópolis;0,672122152;0,743444564;0,750781959;0,791694959;0,8473604375;
GO;5222054;Vicentinópolis;0,671282391;0,710091703;0,806643829;0,817590251;0,7949693239;
GO;5222203;Vila Boa;0,557681961;0,56512851;0,530503225;0,553103291;0,5812202218;
GO;5222302;Vila Propício;0,601899885;0,601295457;0,616940123;0,683448341;0,7402383243;
MA;2100055;Açailândia;0,570572569;0,629028256;0,644765423;0,683013535;0,6867257717;
MA;2100105;Afonso Cunha;0,543439281;0,552108865;0,588094743;0,540697386;0,6526903543;
MA;2100154;Água Doce do Maranhão;0,526165319;0,616266553;0,626953656;0,639801306;0,6642276599;
MA;2100204;Alcântara;0,514537094;0,569037741;0,596916538;0,651670896;0,6431232558;
MA;2100303;Aldeias Altas;0,560709072;0,591892782;0,558789379;0,611901051;0,6042107402;
MA;2100402;Altamira do Maranhão;0,591898491;0,581188577;0,604752711;0,590611217;0,5623440876;
MA;2100436;Alto Alegre do Maranhão;0,413395811;0,556176783;0,571953065;0,54148958;0,5505046956;
MA;2100477;Alto Alegre do Pindaré;0,609405138;0,611941419;0,659523225;0,654980895;0,688726492;
MA;2100501;Alto Parnaíba;0,513085541;0,5635519;0,536281905;0,542092717;0,5307494121;
MA;2100550;Amapá do Maranhão;0,360870706;0,442249679;0,466402855;0,499500235;0,5971926483;
MA;2100600;Amarante do Maranhão;0,504163152;0,535977406;0,525617973;0,496260554;0,5006312006;
MA;2100709;Anajatuba;0,569462156;0,622046505;0,622361712;0,633221724;0,6392268083;
MA;2100808;Anapurus;0,514144102;0,619459096;0,588030788;0,60836697;0,6101182865;
MA;2100832;Apicum-Açu;0,486201247;0,553749165;0,550846045;0,554391513;0,6212699319;
MA;2100873;Araguanã;0,480963698;0,507157794;0,456297798;0,532473398;0,4873381564;
MA;2100907;Araioses;0,576369419;0,577043055;0,567732671;0,577989956;0,5892406126;
MA;2100956;Arame;0,457521227;0,483320847;0,51786304;0,542778187;0,5636708958;
MA;2101004;Arari;0,62312238;0,67256721;0,658416923;0,664764913;0,6875668333;
MA;2101103;Axixá;0,665487588;0,686588621;0,631096245;0,684003259;0,7603452511;
MA;2101202;Bacabal;0,544978138;0,614117613;0,625273599;0,662040534;0,6895262525;
MA;2101251;Bacabeira;0,68891604;0,685886016;0,636380726;0,634597782;0,6636690198;
MA;2101301;Bacuri;0,555121001;0,554787595;0,583407222;0,610980325;0,6638566203;
MA;2101350;Bacurituba;0,556660631;0,626086449;0,639627419;0,600608658;0,659401901;
MA;2101400;Balsas;0,625852253;0,624115037;0,600277215;0,617225297;0,6305225339;
MA;2101509;Barão de Grajaú;0,561560113;0,570238724;0,614677416;0,633473726;0,6624226102;
MA;2101608;Barra do Corda;0,474895075;0,54378698;0,594930181;0,629467306;0,6278800352;
MA;2101707;Barreirinhas;0,520186845;0,590976885;0,577148614;0,589823342;0,5899287736;
MA;2101731;Belágua;0,564629542;0,59455554;0,753173719;0,614953531;0,5800256575;
MA;2101772;Bela Vista do Maranhão;0,509359392;0,430387504;0,735544799;0,585826981;0,4921790102;
MA;2101806;Benedito Leite;0,453807991;0,560097583;0,629678818;0,610321497;0,602389386;
MA;2101905;Bequimão;0,582949651;0,586000791;0,805523934;0,58382147;0,5943823131;
MA;2101939;Bernardo do Mearim;0,645760547;0,646670059;0,888685144;0,692532662;0,7388763839;
MA;2101970;Boa Vista do Gurupi;0,486624415;0,471851101;0,67145325;0,524038806;0,5843432899;
MA;2102002;Bom Jardim;0,455876627;0,538651078;0,587002902;0,564587102;0,5969029827;
MA;2102036;Bom Jesus das Selvas;0,412671639;0,501714862;0,424308941;0,527737498;0,550326269;
MA;2102077;Bom Lugar;0,444022211;0,523410142;0,87557404;0,515489813;0,5566526863;
MA;2102101;Brejo;0,520672765;0,580737994;0,664270472;0,660082176;0,6355634609;
MA;2102150;Brejo de Areia;0,494846883;0,533797085;0,564524252;0,556464131;0,6444994591;
MA;2102200;Buriti;0,502625926;0,554489049;0,923469945;0,608723588;0,6268185248;
MA;2102309;Buriti Bravo;0,627183973;0,686447059;0,798901503;0,670317169;0,6847769189;
MA;2102325;Buriticupu;0,493524278;0,519144244;0,685502086;0,503945791;0,5152655081;
MA;2102358;Buritirana;0,456490055;0,494840757;0,569003414;0,548863989;0,5981831526;
MA;2102374;Cachoeira Grande;0,401577554;0,498921619;0,836245815;0,537483811;0,6242069913;
MA;2102408;Cajapió;0,512072609;0,574161301;0,88933466;0,577954955;0,5870116461;
MA;2102507;Cajari;0,558112272;0,49437102;0,553740472;0,589653098;0,5370460611;
MA;2102556;Campestre do Maranhão;0,550893173;0,603747872;0,635427293;0,664698464;0,6546241625;
MA;2102606;Cândido Mendes;0,593598986;0,520090507;0,835051107;0,583669023;0,6472936222;
MA;2102705;Cantanhede;0,463254936;0,464952582;0,626826873;0,655172493;0,7546072117;
MA;2102754;Capinzal do Norte;0,498489464;0,60011904;0,829555461;0,652018359;0,6674220378;
MA;2102804;Carolina;0,521069957;0,597143858;0,587170105;0,637334265;0,6686285029;
MA;2102903;Carutapera;0,516440568;0,566129625;0,64680896;0,644187112;0,6694775859;
MA;2103000;Caxias;0,570969592;0,616749545;0,694633438;0,661610775;0,660035549;
MA;2103109;Cedral;0,610829275;0,601235217;0,838584407;0,667740007;0,6621949055;
MA;2103125;Central do Maranhão;0,544306785;0,582748289;0,710588542;0,62489439;0,6435936579;
MA;2103158;Centro do Guilherme;0,462497425;0,515700529;0,759090365;0,712715423;0,5955608916;
MA;2103174;Centro Novo do Maranhão;0,479708004;0,476786541;0,491905646;0,545536075;0,5646326681;
MA;2103208;Chapadinha;0,630912055;0,630623697;0,815250591;0,642837702;0,6619237393;
MA;2103257;Cidelândia;0,577747896;0,646832158;0,677881184;0,642652482;0,6703238098;
MA;2103307;Codó;0,524314921;0,573961009;0,554888844;0,589818166;0,6256117743;
MA;2103406;Coelho Neto;0,486316042;0,575461645;0,558745775;0,617387831;0,6191746222;
MA;2103505;Colinas;0,551661471;0,573196516;0,876967755;0,636715221;0,6786976492;
MA;2103554;Conceição do Lago-Açu;0,437355932;0,497329798;0,665734913;0,507383006;0,5303996755;
MA;2103604;Coroatá;0,550002917;0,61343337;0,867697517;0,653401806;0,6928314345;
MA;2103703;Cururupu;0,615853002;0,604435187;0,572656375;0,669144987;0,7302983045;
MA;2103752;Davinópolis;0,620655302;0,65642264;0,836815467;0,643629675;0,6552267833;
MA;2103802;Dom Pedro;0,697182321;0,732642766;0,702048068;0,764114037;0,7903065818;
MA;2103901;Duque Bacelar;0,469977073;0,542839527;0,909859464;0,620795838;0,6519990243;
MA;2104008;Esperantinópolis;0,600138524;0,572372821;0,6787174;0,634668091;0,6820352121;
MA;2104057;Estreito;0,522438978;0,579978258;0,89495288;0,650577772;0,6121008914;
MA;2104073;Feira Nova do Maranhão;0,371005416;0,467334828;0,541484648;0,472414039;0,4885554252;
MA;2104081;Fernando Falcão;0,509936923;0,486100776;0,725311155;0,522605191;0,4877899225;
MA;2104099;Formosa da Serra Negra;0,384185639;0,515380412;0,676811387;0,567484929;0,5832332636;
MA;2104107;Fortaleza dos Nogueiras;0,504532369;0,612851447;0,754973251;0,684247681;0,6905031669;
MA;2104206;Fortuna;0,59241769;0,639325808;0,738796137;0,686027197;0,707053095;
MA;2104305;Godofredo Viana;0,576102974;0,651790463;0,649172226;0,635713723;0,6722544849;
MA;2104404;Gonçalves Dias;0,461052064;0,576326763;0,746976017;0,643581048;0,6578603374;
MA;2104503;Governador Archer;0,589807605;0,647357316;0,770480233;0,776272673;0,7653252331;
MA;2104552;Governador Edison Lobão;0,552720329;0,586127949;0,631288702;0,613293195;0,6121168415;
MA;2104602;Governador Eugênio Barros;0,577270546;0,551095338;0,602551714;0,600518227;0,5894402989;
MA;2104628;Governador Luiz Rocha;0,502994184;0,530904485;0,557802883;0,557928301;0,6037616407;
MA;2104651;Governador Newton Bello;0,439203631;0,481844538;0,528064856;0,487384248;0,4369202932;
MA;2104677;Governador Nunes Freire;0,469989204;0,53464993;0,580954354;0,582262841;0,6204988329;
MA;2104701;Graça Aranha;0,495332614;0,587046486;0,658247029;0,655805296;0,6633356552;
MA;2104800;Grajaú;0,452099284;0,546681039;0,584163592;0,558681234;0,5688591018;
MA;2104909;Guimarães;0,644509314;0,643246933;0,675172374;0,688247949;0,7735862147;
MA;2105005;Humberto de Campos;0,492395443;0,53372674;0,578811024;0,558226076;0,6131227068;
MA;2105104;Icatu;0,485837654;0,546404965;0,579899614;0,631165764;0,6951034586;
MA;2105153;Igarapé do Meio;0,534975043;0,621341566;0,58783224;0,615918506;0,6266646043;
MA;2105203;Igarapé Grande;0,694120525;0,727593775;0,749393307;0,762963823;0,7713161267;
MA;2105302;Imperatriz;0,657293563;0,695145388;0,918088235;0,756346804;0,7587920016;
MA;2105351;Itaipava do Grajaú;0,405070201;0,467961689;0,741490464;0,492878189;0,4822552065;
MA;2105401;Itapecuru Mirim;0,694452939;0,6069015;0,63731317;0,680511638;0,7031251027;
MA;2105427;Itinga do Maranhão;0,523243216;0,58584723;0,593695104;0,594167495;0,6683166937;
MA;2105450;Jatobá;0,572074279;0,609839212;0,556565344;0,630441142;0,699994753;
MA;2105476;Jenipapo dos Vieiras;0,380806162;0,483624114;0,553704936;0,51152268;0,5060028676;
MA;2105500;João Lisboa;0,518567937;0,661207044;0,653712081;0,669830438;0,6800796734;
MA;2105609;Joselândia;0,547433432;0,572110317;0,586595718;0,559582527;0,5857068455;
MA;2105658;Junco do Maranhão;0,510622777;0,524132048;0,595800256;0,622409391;0,6601744661;
MA;2105708;Lago da Pedra;0,531546775;0,579187605;0,623603393;0,6348518;0,6935210743;
MA;2105807;Lago do Junco;0,601267578;0,596707972;0,596540456;0,598108534;0,6726778377;
MA;2105906;Lago Verde;0,513723187;0,576158413;0,565261099;0,590416175;0,6333052697;
MA;2105922;Lagoa do Mato;0,542203728;0,578709885;0,601580361;0,672219515;0,733142824;
MA;2105948;Lago dos Rodrigues;0,531061911;0,621805095;0,598290881;0,654635959;0,7203955688;
MA;2105963;Lagoa Grande do Maranhão;0,485238964;0,52091399;0,487608955;0,489025998;0,5165471889;
MA;2105989;Lajeado Novo;0,461579514;0,596470703;0,612790636;0,626922083;0,6594146043;
MA;2106003;Lima Campos;0,590143148;0,672113921;0,644777683;0,708745529;0,6890531604;
MA;2106102;Loreto;0,648348591;0,665451786;0,638790999;0,685400806;0,7272299106;
MA;2106201;Luís Domingues;0,60548792;0,612656202;0,693275343;0,680698728;0,719665622;
MA;2106300;Magalhães de Almeida;0,519913195;0,598129161;0,655638281;0,645264294;0,6311422912;
MA;2106326;Maracaçumé;0,58642367;0,549817689;0,528766733;0,576593632;0,4645474976;
MA;2106359;Marajá do Sena;0,379684423;0,412958713;0,424373691;0,466403728;0,5138929781;
MA;2106375;Maranhãozinho;0,471479094;0,533419603;0,559619527;0,547192164;0,6154140352;
MA;2106409;Mata Roma;0,543421858;0,57654979;0,622323372;0,603349854;0,5872117607;
MA;2106508;Matinha;0,592044424;0,707921907;0,673926772;0,703280613;0,6651503234;
MA;2106607;Matões;0,463581234;0,48897102;0,528030633;0,578138348;0,5772382856;
MA;2106631;Matões do Norte;0,618524576;0,601406565;0,586606614;0,70518663;0,7224933644;
MA;2106672;Milagres do Maranhão;0,473413075;0,550210673;0,553045264;0,571141282;0,6018057077;
MA;2106706;Mirador;0,505184925;0,550225417;0,560232188;0,626071003;0,645102693;
MA;2106755;Miranda do Norte;0,624947606;0,697415201;0,694056694;0,679680323;0,6657954797;
MA;2106805;Mirinzal;0,608127977;0,608450127;0,646917677;0,667089646;0,6978531636;
MA;2106904;Monção;0,524551705;0,614151366;0,616815425;0,632688361;0,6243361246;
MA;2107001;Montes Altos;0,571018975;0,57428799;0,627785179;0,648992172;0,6144462375;
MA;2107100;Morros;0,535198711;0,559816538;0,585738369;0,58842236;0,6285483694;
MA;2107209;Nina Rodrigues;0,619209045;0,706854227;0,666222518;0,660863259;0,645429595;
MA;2107258;Nova Colinas;0,465331578;0,537339998;0,569517004;0,558846495;0,6007439903;
MA;2107308;Nova Iorque;0,555636864;0,558091003;0,577502466;0,596912271;0,6328386903;
MA;2107357;Nova Olinda do Maranhão;0,53364833;0,564576198;0,563583117;0,596047047;0,658832507;
MA;2107407;Olho d'Água das Cunhãs;0,529684316;0,619413708;0,501862839;0,621087502;0,6714952111;
MA;2107456;Olinda Nova do Maranhão;0,646784671;0,605641177;0,563595806;0,593057143;0,5926783164;
MA;2107506;Paço do Lumiar;0,677061178;0,673722444;0,680181352;0,700545558;0,7309456982;
MA;2107605;Palmeirândia;0,547082596;0,563449113;0,578411569;0,614460915;0,6159116319;
MA;2107704;Paraibano;0,567165339;0,650802487;0,691099669;0,710724291;0,6975631982;
MA;2107803;Parnarama;0,549249565;0,570681001;0,586683902;0,615357306;0,6613862211;
MA;2107902;Passagem Franca;0,453695711;0,516363058;0,584576109;0,619249289;0,6377491936;
MA;2108009;Pastos Bons;0,704943286;0,712485142;0,715661398;0,73402042;0,7479045118;
MA;2108058;Paulino Neves;0,463623281;0,562859535;0,575532732;0,605531794;0,6243008557;
MA;2108108;Paulo Ramos;0,475277663;0,551449228;0,60072404;0,607869255;0,5995291288;
MA;2108207;Pedreiras;0,625119849;0,673448181;0,713748929;0,739199375;0,736187811;
MA;2108256;Pedro do Rosário;0,466849763;0,460872528;0,532504194;0,525210716;0,5138318489;
MA;2108306;Penalva;0,51745157;0,563675157;0,594194574;0,606946245;0,6057582592;
MA;2108405;Peri Mirim;0,503446329;0,551635202;0,58476483;0,540987556;0,6405599659;
MA;2108454;Peritoró;0,572842933;0,634819284;0,734893689;0,707475177;0,6949573323;
MA;2108504;Pindaré-Mirim;0,575207507;0,657297904;0,652903087;0,667581102;0,7294435677;
MA;2108603;Pinheiro;0,586738656;0,616647326;0,643559314;0,698149808;0,7279154887;
MA;2108702;Pio XII;0,473948853;0,491485733;0,551956255;0,546775225;0,6173866739;
MA;2108801;Pirapemas;0,537665853;0,616503689;0,640921634;0,72886246;0,7340215413;
MA;2108900;Poção de Pedras;0,595997114;0,719281982;0,758725631;0,705569919;0,7018939524;
MA;2109007;Porto Franco;0,61331404;0,675632937;0,689563413;0,699878963;0,7293097999;
MA;2109056;Porto Rico do Maranhão;0,660276787;0,621314267;0,638482134;0,655008967;0,6941799478;
MA;2109106;Presidente Dutra;0,643019346;0,635967418;0,66034042;0,70130234;0,7093894529;
MA;2109205;Presidente Juscelino;0,51777578;0,508984167;0,663511795;0,624227726;0,6278227081;
MA;2109239;Presidente Médici;0,54894753;0,618245649;0,640346937;0,631062215;0,659227674;
MA;2109270;Presidente Sarney;0,562888452;0,574324028;0,600793149;0,594323854;0,6519215886;
MA;2109304;Presidente Vargas;0,562680366;0,586714273;0,60806872;0,60614372;0,6776349402;
MA;2109403;Primeira Cruz;0,424481815;0,461050754;0,49612532;0,524881988;0,5379237284;
MA;2109452;Raposa;0,555918822;0,615583556;0,589716797;0,574334028;0,6645942033;
MA;2109502;Riachão;0,547662858;0,576625063;0,576477744;0,584624128;0,617507588;
MA;2109551;Ribamar Fiquene;0,599892435;0,663707684;0,597902021;0,62174541;0,5950407804;
MA;2109601;Rosário;0,680260855;0,709302445;0,734968958;0,726605;0,7962584676;
MA;2109700;Sambaíba;0,509813216;0,561969122;0,520082089;0,565800528;0,589227585;
MA;2109759;Santa Filomena do Maranhão;0,457265533;0,550083506;0,589352007;0,567778279;0,6258786362;
MA;2109809;Santa Helena;0,461537211;0,502518536;0,512838405;0,547304162;0,5383993415;
MA;2109908;Santa Inês;0,609859101;0,652253132;0,651191089;0,689259436;0,6728933106;
MA;2110005;Santa Luzia;0,471474755;0,476546233;0,502279964;0,520514981;0,5442853904;
MA;2110039;Santa Luzia do Paruá;0,597838679;0,658395199;0,646499915;0,67410567;0,7009809645;
MA;2110104;Santa Quitéria do Maranhão;0,531560795;0,545118782;0,59798721;0,617358363;0,6226144318;
MA;2110203;Santa Rita;0,508120897;0,639934996;0,6015539;0,603175378;0,7183831956;
MA;2110237;Santana do Maranhão;0,45964664;0,50547014;0,553033756;0,564226905;0,5886622686;
MA;2110278;Santo Amaro do Maranhão;0,534534703;0,528299343;0,554311693;0,586286852;0,5726743982;
MA;2110302;Santo Antônio dos Lopes;0,545306751;0,596765367;0,652298119;0,650393417;0,6535924017;
MA;2110401;São Benedito do Rio Preto;0,442576228;0,474684277;0,496899676;0,514704;0,5451653756;
MA;2110500;São Bento;0,565309688;0,597805079;0,583783946;0,619765134;0,6060092072;
MA;2110609;São Bernardo;0,539549354;0,597398862;0,640931682;0,631757235;0,6444663922;
MA;2110658;São Domingos do Azeitão;0,589490715;0,550586243;0,580349403;0,644456907;0,7101754225;
MA;2110708;São Domingos do Maranhão;0,527513396;0,568975046;0,609963077;0,603996137;0,6488581698;
MA;2110807;São Félix de Balsas;0,438879637;0,489715305;0,468365545;0,48986118;0,4956156487;
MA;2110856;São Francisco do Brejão;0,628069785;0,71216502;0,726345334;0,722783266;0,7016183514;
MA;2110906;São Francisco do Maranhão;0,456168909;0,496329164;0,467797573;0,483321452;0,4523147328;
MA;2111003;São João Batista;0,569370267;0,568584128;0,611060406;0,60330687;0,5932046421;
MA;2111029;São João do Carú;0,511146223;0,538003417;0,56823599;0,504341307;0,5302633867;
MA;2111052;São João do Paraíso;0,449982734;0,557670539;0,53053616;0,541576618;0,5669064002;
MA;2111078;São João do Soter;0,434710833;0,551320977;0,598004361;0,53558682;0,6037071634;
MA;2111102;São João dos Patos;0,603126104;0,662432852;0,622701854;0,672699537;0,7031231292;
MA;2111201;São José de Ribamar;0,656976596;0,663908803;0,685200523;0,702716316;0,695464992;
MA;2111250;São José dos Basílios;0,513086124;0,565634405;0,627272711;0,626541512;0,6092490891;
MA;2111300;São Luís;0,728835005;0,751047807;0,7650886;0,788995211;0,7876834309;
MA;2111409;São Luís Gonzaga do Maranhão;0,55330897;0,57203322;0,624471792;0,673446487;0,6699029902;
MA;2111508;São Mateus do Maranhão;0,497489285;0,563989483;0,56212151;0,600727015;0,5772952947;
MA;2111532;São Pedro da Água Branca;0,561448484;0,655053918;0,644559715;0,616508225;0,6066935763;
MA;2111573;São Pedro dos Crentes;0,511478896;0,556104409;0,533036789;0,553498346;0,602807872;
MA;2111607;São Raimundo das Mangabeiras;0,621236344;0,669204756;0,677109525;0,718191571;0,7247037829;
MA;2111631;São Raimundo do Doca Bezerra;0,437165363;0,475807273;0,537196258;0,552174252;0,5362691283;
MA;2111672;São Roberto;0,450823185;0,577663885;0,594102664;0,537834576;0,5133604107;
MA;2111706;São Vicente Ferrer;0,589140746;0,596968249;0,568548479;0,553622392;0,582880809;
MA;2111722;Satubinha;0,467556403;0,490199618;0,53515962;0,54950794;0,5328847949;
MA;2111748;Senador Alexandre Costa;0,512588238;0,58784716;0,600524635;0,666535482;0,6694970106;
MA;2111763;Senador La Rocque;0,610144274;0,616517751;0,628795171;0,622378001;0,6728472806;
MA;2111789;Serrano do Maranhão;0,545008022;0,626930376;0,565599523;0,594937473;0,6067700231;
MA;2111805;Sítio Novo;0,412006182;0,498886431;0,48618017;0,485431279;0,5094394541;
MA;2111904;Sucupira do Norte;0,576216724;0,656808415;0,683750731;0,652806614;0,6608131187;
MA;2111953;Sucupira do Riachão;0,523881399;0,533045802;0,536323519;0,551790951;0,6130474579;
MA;2112001;Tasso Fragoso;0,57030843;0,654973698;0,653649865;0,655204751;0,6422627397;
MA;2112100;Timbiras;0,505839252;0,571676965;0,568429775;0,58919504;0,6319417022;
MA;2112209;Timon;0,576825951;0,609371283;0,623251565;0,644206198;0,6640076292;
MA;2112233;Trizidela do Vale;0,584454531;0,6714198;0,694646723;0,725403107;0,7329729914;
MA;2112274;Tufilândia;0,513797542;0,627738791;0,678115674;0,637717131;0,6338805595;
MA;2112308;Tuntum;0,539138933;0,587429531;0,576656519;0,575483509;0,6001030987;
MA;2112407;Turiaçu;0,425028329;0,462952061;0,518577602;0,550189733;0,5921895131;
MA;2112456;Turilândia;0,513570275;0,519932613;0,563848727;0,546770326;0,5157165899;
MA;2112506;Tutóia;0,524351706;0,545383469;0,535447407;0,553975062;0,5777689814;
MA;2112605;Urbano Santos;0,530784338;0,548989208;0,524996362;0,556018178;0,5541566271;
MA;2112704;Vargem Grande;0,50287047;0,541076463;0,52773977;0,542875866;0,5542352124;
MA;2112803;Viana;0,588020835;0,616573946;0,607347262;0,62747928;0,6293433133;
MA;2112852;Vila Nova dos Martírios;0,553234776;0,627247754;0,62252464;0,596126773;0,6471339816;
MA;2112902;Vitória do Mearim;0,544003404;0,53430316;0,589240903;0,61035889;0,6448325736;
MA;2113009;Vitorino Freire;0,488291824;0,581013795;0,623539214;0,651864076;0,7104676793;
