UF;CO_MUNICIPIO;NO_MUNICIPIO;IFDM_2006;IFDM_2007;IFDM_2008;IFDM_2009;IFDM_2010;
AC;1200013;Acrelândia;0,536853178;0,582445884;0,599000014;0,602110471;0,6654207682;
AC;1200054;Assis Brasil;0,511711106;0,539605518;0,568412874;0,564245036;0,5518058791;
AC;1200104;Brasiléia;0,54284671;0,66255418;0,794205816;0,668321241;0,6776004806;
AC;1200138;Bujari;0,495435591;0,53700568;0,60686757;0,631176126;0,6634505504;
AC;1200179;Capixaba;0,511287345;0,54296657;0,733554959;0,574853327;0,5992737055;
AC;1200203;Cruzeiro do Sul;0,603887617;0,646733518;0,749623455;0,678655972;0,704213304;
AC;1200252;Epitaciolândia;0,568632139;0,63619356;0,570855217;0,642659262;0,661967934;
AC;1200302;Feijó;0,460787821;0,556609957;0,627964819;0,564157842;0,5333290936;
AC;1200328;Jordão;0,388109765;0,476283726;0,459481692;0,439539885;0,4519516329;
AC;1200336;Mâncio Lima;0,542453924;0,597989361;0,574182265;0,61440948;0,6076293309;
AC;1200344;Manoel Urbano;0,386073207;0,411086449;0,440039755;0,503181241;0,5408853436;
AC;1200351;Marechal Thaumaturgo;0,387703927;0,425672966;0,417930923;0,652066522;0,5037771833;
AC;1200385;Plácido de Castro;0,529916804;0,571299631;0,571344248;0,598220056;0,6271016459;
AC;1200393;Porto Walter;0,437307726;0,456814548;0,424818121;0,466187667;0,4626054826;
AC;1200401;Rio Branco;0,668316446;0,683720064;0,701243622;0,730283419;0,7429100114;
AC;1200427;Rodrigues Alves;0,521001917;0,577559552;0,5375677;0,580568553;0,5826445839;
AC;1200435;Santa Rosa do Purus;0,326027873;0,383804553;0,426500472;0,437338596;0,4233978597;
AC;1200450;Senador Guiomard;0,590878358;0,616037857;0,653151219;0,669618741;0,6826572185;
AC;1200500;Sena Madureira;0,417932309;0,538289174;0,53061572;0,558864912;0,560834198;
AC;1200609;Tarauacá;0,450330195;0,523592639;0,510648149;0,518186274;0,5205232222;
AC;1200708;Xapuri;0,549397256;0,615171377;0,601256987;0,623737684;0,6132263034;
AC;1200807;Porto Acre;0,488858589;0,53377711;0,522594816;0,571371802;0,5790678623;
AL;2700102;Água Branca;0,456341386;0,557767886;0,57678895;0,577358897;0,6056921064;
AL;2700201;Anadia;0,531902553;0,528354619;0,611583179;0,61238726;0,6111309043;
AL;2700300;Arapiraca;0,538336985;0,587515048;0,630555048;0,634869481;0,6891347297;
AL;2700409;Atalaia;0,445979519;0,480476586;0,489250237;0,509088891;0,544918638;
AL;2700508;Barra de Santo Antônio;0,437186709;0,513842766;0,52041917;0,553411123;0,5797838419;
AL;2700607;Barra de São Miguel;0,503557826;0,548886965;0,618697854;0,573084649;0,6090164504;
AL;2700706;Batalha;0,454073123;0,452396561;0,61122802;0,543374916;0,5906211956;
AL;2700805;Belém;0,536687602;0,549438472;0,600567584;0,505767623;0,5756128356;
AL;2700904;Belo Monte;0,444193695;0,499930817;0,612847167;0,513340856;0,5506702472;
AL;2701001;Boca da Mata;0,469756087;0,529348923;0,606748446;0,627444527;0,67894266;
AL;2701100;Branquinha;0,354360242;0,435089749;0,789372177;0,503684104;0,5558735351;
AL;2701209;Cacimbinhas;0,575494636;0,563885254;0,618574604;0,545773149;0,5870312818;
AL;2701308;Cajueiro;0,465103571;0,51179988;0,879777778;0,585903724;0,6411089619;
AL;2701357;Campestre;0,644517378;0,639856571;0,716823501;0,611283818;0,6747522168;
AL;2701407;Campo Alegre;0,474222304;0,567726637;0,765323189;0,595589466;0,6104243585;
AL;2701506;Campo Grande;0,406753532;0,438348457;0,784090304;0,570537849;0,6060454843;
AL;2701605;Canapi;0,406887553;0,465145626;0,807939987;0,560219075;0,6012160063;
AL;2701704;Capela;0,469797152;0,506083572;0,650360226;0,611318586;0,6430397705;
AL;2701803;Carneiros;0,366611899;0,393154433;0,795808513;0,485443843;0,5065037513;
AL;2701902;Chã Preta;0,462645533;0,631050951;0,521921637;0,631994059;0,627046891;
AL;2702009;Coité do Nóia;0,47469597;0,572709557;0,762602562;0,65776974;0,7149329231;
AL;2702108;Colônia Leopoldina;0,459527113;0,506527022;0,635567613;0,50881811;0,5136507201;
AL;2702207;Coqueiro Seco;0,541906455;0,579774475;0,751760455;0,654961123;0,6724952917;
AL;2702306;Coruripe;0,517201299;0,612618307;0,791032101;0,726297018;0,7738675043;
AL;2702355;Craíbas;0,471499143;0,483729742;0,60530167;0,519571512;0,5466294604;
AL;2702405;Delmiro Gouveia;0,473973264;0,516624063;0,783983837;0,555374722;0,5736899836;
AL;2702504;Dois Riachos;0,467311469;0,521319513;0,767639329;0,598494568;0,640703349;
AL;2702553;Estrela de Alagoas;0,533364352;0,498023962;0,666055835;0,578004835;0,6010212438;
AL;2702603;Feira Grande;0,456837063;0,485954758;0,589797729;0,536284498;0,5787992208;
AL;2702702;Feliz Deserto;0,503519863;0,62269882;0,835814706;0,649256664;0,6842371713;
AL;2702801;Flexeiras;0,453184189;0,479821721;0,762725665;0,547895139;0,6089890403;
AL;2702900;Girau do Ponciano;0,438116313;0,465308217;0,555340433;0,52004875;0,5699239573;
AL;2703007;Ibateguara;0,481179006;0,43152508;0,48553078;0,485336501;0,5463609557;
AL;2703106;Igaci;0,474047962;0,523473978;0,507099162;0,531593826;0,5541105326;
AL;2703205;Igreja Nova;0,575578238;0,594788999;0,636616357;0,615715077;0,6671379807;
AL;2703304;Inhapi;0,419461548;0,381987994;0,58806074;0,493111096;0,5328584884;
AL;2703403;Jacaré dos Homens;0,471810823;0,522559995;0,527586502;0,531038505;0,5949158338;
AL;2703502;Jacuípe;0,493994851;0,521607752;0,511720176;0,548886959;0,5865374994;
AL;2703601;Japaratinga;0,535180764;0,619048967;0,587693325;0,628511317;0,6124463773;
AL;2703700;Jaramataia;0,490235764;0,549775558;0,648271072;0,695516493;0,7053638047;
AL;2703759;Jequiá da Praia;0,568866852;0,579284421;0,609391203;0,629542127;0,6784527037;
AL;2703809;Joaquim Gomes;0,45552396;0,522573081;0,509143025;0,512820075;0,5274152818;
AL;2703908;Jundiá;0,560266898;0,6155323;0,56518452;0,609162398;0,5896342144;
AL;2704005;Junqueiro;0,535824017;0,525676478;0,542184924;0,562352761;0,6236030619;
AL;2704104;Lagoa da Canoa;0,48768888;0,603045421;0,649252604;0,614079274;0,6335860941;
AL;2704203;Limoeiro de Anadia;0,434013881;0,484539207;0,525519215;0,564513097;0,604552855;
AL;2704302;Maceió;0,546211491;0,573883465;0,596016132;0,59234243;0,6179262583;
AL;2704401;Major Isidoro;0,505086497;0,527105537;0,539018495;0,556801369;0,5918893619;
AL;2704500;Maragogi;0,469055081;0,541894332;0,501269984;0,553010524;0,5866538144;
AL;2704609;Maravilha;0,38740534;0,387781871;0,440647223;0,493565474;0,4907806987;
AL;2704708;Marechal Deodoro;0,481700351;0,504361874;0,539652403;0,576507364;0,6116457762;
AL;2704807;Maribondo;0,428118343;0,488760957;0,504548176;0,519525481;0,5661125329;
AL;2704906;Mar Vermelho;0,554396749;0,587510939;0,605585223;0,632314096;0,709656917;
AL;2705002;Mata Grande;0,366037716;0,351682881;0,379947061;0,404832098;0,4533688139;
AL;2705101;Matriz de Camaragibe;0,464974824;0,535621905;0,534348967;0,5431355;0,6131412815;
AL;2705200;Messias;0,552078315;0,539256392;0,537510795;0,58077516;0,6509344704;
AL;2705309;Minador do Negrão;0,650904235;0,639931197;0,657081154;0,644530217;0,7074306339;
AL;2705408;Monteirópolis;0,401700928;0,40668421;0,452606238;0,484139238;0,5153451515;
AL;2705507;Murici;0,477574812;0,496075835;0,459627473;0,508517686;0,5356228064;
AL;2705606;Novo Lino;0,427824505;0,477283652;0,425683861;0,500538399;0,5269455966;
AL;2705705;Olho d'Água das Flores;0,372737155;0,422772065;0,538377304;0,476358334;0,5078464342;
AL;2705804;Olho d'Água do Casado;0,404447456;0,492154131;0,696448407;0,55841456;0,5965577637;
AL;2705903;Olho d'Água Grande;0,44421336;0,508690451;0,487575662;0,528545007;0,5741146879;
AL;2706000;Olivença;0,418918014;0,402584424;0,363026121;0,436986807;0,5169841515;
AL;2706109;Ouro Branco;0,379229848;0,454057475;0,466594578;0,474390677;0,5065190335;
AL;2706208;Palestina;0,487620496;0,494732792;0,488844373;0,528184877;0,6090011282;
AL;2706307;Palmeira dos Índios;0,615284142;0,643066206;0,657684996;0,656563301;0,6962605971;
AL;2706406;Pão de Açúcar;0,472300619;0,491750801;0,505694709;0,535366362;0,5918072832;
AL;2706422;Pariconha;0,454394345;0,51592108;0,553605976;0,573629974;0,6276059485;
AL;2706448;Paripueira;0,453830195;0,464981942;0,478256734;0,521104408;0,5710784901;
AL;2706505;Passo de Camaragibe;0,420553094;0,480215901;0,485044665;0,51315161;0,60454089;
AL;2706604;Paulo Jacinto;0,432953466;0,497493031;0,562351205;0,585758579;0,6844808612;
AL;2706703;Penedo;0,561032771;0,583431515;0,641343976;0,661999617;0,6966040572;
AL;2706802;Piaçabuçu;0,515783148;0,559521964;0,606371183;0,615987723;0,6691842693;
AL;2706901;Pilar;0,482897711;0,527426728;0,577177644;0,574323655;0,6286748032;
AL;2707008;Pindoba;0,554667857;0,678999206;0,637055175;0,611691516;0,6460037532;
AL;2707107;Piranhas;0,488810391;0,551875284;0,594752236;0,58098641;0,6361206888;
AL;2707206;Poço das Trincheiras;0,402726054;0,416169623;0,466594759;0,468828945;0,4977509798;
AL;2707305;Porto Calvo;0,533839181;0,602982506;0,622632204;0,634936826;0,6525669179;
AL;2707404;Porto de Pedras;0,401332143;0,413972093;0,449846278;0,524672743;0,6111770662;
AL;2707503;Porto Real do Colégio;0,584788544;0,554528024;0,58080628;0,60461918;0,6411459692;
AL;2707602;Quebrangulo;0,576268961;0,619805689;0,642548377;0,673787028;0,7324126372;
AL;2707701;Rio Largo;0,507128032;0,508570704;0,536442977;0,532850401;0,5645328854;
AL;2707800;Roteiro;0,563370276;0,518248113;0,508913306;0,541297999;0,5712455657;
AL;2707909;Santa Luzia do Norte;0,442561429;0,57377754;0,607125308;0,581524813;0,6270184265;
AL;2708006;Santana do Ipanema;0,430106025;0,478547582;0,508088434;0,536440559;0,5658122353;
AL;2708105;Santana do Mundaú;0,442454705;0,417976034;0,453626041;0,482955198;0,5271273984;
AL;2708204;São Brás;0,600363461;0,596811256;0,585530989;0,604817559;0,6462157818;
AL;2708303;São José da Laje;0,483006065;0,524669126;0,495991456;0,515642502;0,5299004418;
AL;2708402;São José da Tapera;0,377193167;0,418395363;0,421168;0,476720491;0,5057907035;
AL;2708501;São Luís do Quitunde;0,394171998;0,399244292;0,417544207;0,441676521;0,4661249424;
AL;2708600;São Miguel dos Campos;0,518134031;0,565468484;0,569972081;0,602103644;0,6043037181;
AL;2708709;São Miguel dos Milagres;0,453366399;0,481206914;0,501639674;0,539555213;0,6312356173;
AL;2708808;São Sebastião;0,454841702;0,417686567;0,5368823;0,576887995;0,6328583464;
AL;2708907;Satuba;0,494115837;0,542369972;0,551040132;0,616053687;0,7002025633;
AL;2708956;Senador Rui Palmeira;0,398827991;0,420492093;0,460036214;0,46421382;0,4677688245;
AL;2709004;Tanque d'Arca;0,532297707;0,513009819;0,499132565;0,573076697;0,5425183859;
AL;2709103;Taquarana;0,510577063;0,633617335;0,621520041;0,666759061;0,7030968952;
AL;2709152;Teotônio Vilela;0,440631472;0,500790258;0,534744174;0,561697448;0,6135103517;
AL;2709202;Traipu;0,460447266;0,467105838;0,524829476;0,516733416;0,5823238446;
AL;2709301;União dos Palmares;0,420392028;0,434446004;0,492458331;0,501985535;0,5175164367;
AL;2709400;Viçosa;0,513618698;0,533879107;0,594411414;0,585224553;0,615207338;
AM;1300029;Alvarães;0,429621015;0,565476471;0,477542279;0,59659474;0,5876710698;
AM;1300060;Amaturá;0,498950492;0,551225963;0,525291516;0,62703255;0,6444127823;
AM;1300086;Anamã;0,510182784;0,578847839;0,579308643;0,652954744;0,6495798431;
AM;1300102;Anori;0,502090223;0,592142171;0,578617162;0,628585114;0,6145975473;
AM;1300144;Apuí;0,507222695;0,649857693;0,680149391;0,674203125;0,7057764885;
AM;1300201;Atalaia do Norte;0,476507746;0,51801415;0,480134437;0,513400693;0,4874010692;
AM;1300300;Autazes;0,469360664;0,509177402;0,55742006;0,595308509;0,5932612245;
AM;1300409;Barcelos;0,525471649;0,555520409;0,556114432;0,603238059;0,6157048305;
AM;1300508;Barreirinha;0,578024867;0,641706557;0,637114949;0,67011973;0,7232152407;
AM;1300607;Benjamin Constant;0,416605427;0,442384161;0,623060289;0,535362244;0,540656108;
AM;1300631;Beruri;0,393672382;0,462590712;0,608178946;0,519158275;0,4784169562;
AM;1300680;Boa Vista do Ramos;0,610523327;0,65198904;0,667329295;0,656658938;0,6565960567;
AM;1300706;Boca do Acre;0,493332216;0,574555847;0,603234131;0,622876377;0,6359437585;
AM;1300805;Borba;0,479346986;0,561391164;0,9425;0,564147565;0,5638997689;
AM;1300839;Caapiranga;0,579853699;0,578922085;0,596940862;0,597766977;0,6198525419;
AM;1300904;Canutama;0,519580577;0,620403247;0,720489156;0,647340438;0,6542051455;
AM;1301001;Carauari;0,490014881;0,515610304;0,749247183;0,598936283;0,5928723865;
AM;1301100;Careiro;0,462095948;0,551121136;0,721930165;0,631990354;0,6220978739;
AM;1301159;Careiro da Várzea;0,604582665;0,644782031;0,531073158;0,616728367;0,6248798101;
AM;1301209;Coari;0,429113565;0,471582743;0,579306675;0,528311468;0,5244536931;
AM;1301308;Codajás;0,516028873;0,545611742;0,523621607;0,627595131;0,5909907449;
AM;1301407;Eirunepé;0,512059892;0,596005516;0,808753046;0,612228138;0,5981414626;
AM;1301506;Envira;0,380805659;0,55538817;0,680383617;0,627405377;0,6519557977;
AM;1301605;Fonte Boa;0,448466486;0,519627748;0,860833333;0,6795407;0,7084561446;
AM;1301654;Guajará;0,485040814;0,513314061;0,502685175;0,526958119;0,5361694769;
AM;1301704;Humaitá;0,543249305;0,612599969;0,610682951;0,624472859;0,6173163922;
AM;1301803;Ipixuna;0,466162329;0,546454661;0,752124033;0,575220569;0,535820708;
AM;1301852;Iranduba;0,462865712;0,509737543;0,431760717;0,633481244;0,6200020625;
AM;1301902;Itacoatiara;0,53271354;0,580625516;0,484561059;0,606962836;0,6124690015;
AM;1301951;Itamarati;0,441408468;0,535550795;0,546997966;0,628659566;0,645466972;
AM;1302009;Itapiranga;0,565101049;0,609745427;0,613049716;0,694924052;0,6974067006;
AM;1302108;Japurá;0,410215889;0,398364549;0,498987437;0,69467121;0,6770835216;
AM;1302207;Juruá;0,40900402;0,5308041;0,500901659;0,597687724;0,6029931446;
AM;1302306;Jutaí;0,404994945;0,449560393;0,541357851;0,620850691;0,5957565598;
AM;1302405;Lábrea;0,556955763;0,603459515;0,570670784;0,549616538;0,5420794444;
AM;1302504;Manacapuru;0,564994078;0,622088551;0,62463188;0,662908929;0,6602607261;
AM;1302553;Manaquiri;0,429540747;0,500311439;0,495408871;0,579024067;0,6669769853;
AM;1302603;Manaus;0,609880392;0,647557432;0,66462395;0,673196208;0,677255934;
AM;1302702;Manicoré;0,507529371;0,569392716;0,595795517;0,633403933;0,6512757614;
AM;1302801;Maraã;0,474958968;0,511977059;0,519384089;0,541724922;0,5484884587;
AM;1302900;Maués;0,418476731;0,519979855;0,523088645;0,512020746;0,5368756649;
AM;1303007;Nhamundá;0,548185822;0,639426886;0,603641296;0,670390079;0,6610743533;
AM;1303106;Nova Olinda do Norte;0,44231767;0,526241375;0,527925802;0,588225964;0,5971466607;
AM;1303205;Novo Airão;0,602639666;0,659702829;0,678752028;0,698998359;0,6946958791;
AM;1303304;Novo Aripuanã;0,445785424;0,552867013;0,567412345;0,578434312;0,5998034371;
AM;1303403;Parintins;0,608463757;0,674754141;0,690658397;0,752642024;0,7598917531;
AM;1303502;Pauini;0,438610312;0,519848168;0,467472968;0,538480102;0,5214823952;
AM;1303536;Presidente Figueiredo;0,608264181;0,665451285;0,725508332;0,718838859;0,6983263305;
AM;1303569;Rio Preto da Eva;0,453750225;0,502565827;0,490812463;0,53514676;0,5345166577;
AM;1303601;Santa Isabel do Rio Negro;0,588432794;0,629978501;0,542946764;0,623227865;0,5699545033;
AM;1303700;Santo Antônio do Içá;0,434937997;0,468491593;0,487477386;0,549666679;0,5597470918;
AM;1303809;São Gabriel da Cachoeira;0,537092078;0,615283052;0,56676387;0,611953807;0,6282016989;
AM;1303908;São Paulo de Olivença;0,441379164;0,534651181;0,532404254;0,533584713;0,5231530424;
AM;1303957;São Sebastião do Uatumã;0,512548794;0,48196932;0,579197276;0,619489491;0,6398911465;
AM;1304005;Silves;0,542832083;0,659358328;0,621112921;0,718512426;0,7034966973;
AM;1304062;Tabatinga;0,514362505;0,549684819;0,569194352;0,597400481;0,5709352121;
AM;1304104;Tapauá;0,458194151;0,585411658;0,585121035;0,631091391;0,6042791135;
AM;1304203;Tefé;0,527028046;0,581281107;0,608614331;0,639099082;0,6490328551;
AM;1304237;Tonantins;0,453084821;0,508304215;0,517482692;0,593705739;0,5988373701;
AM;1304260;Uarini;0,48613476;0,567317301;0,540267257;0,644746511;0,6055207257;
AM;1304302;Urucará;0,536093429;0,586085772;0,629662379;0,650083662;0,6464112469;
AM;1304401;Urucurituba;0,592735418;0,649624235;0,566465509;0,604966333;0,6421287814;
AP;1600055;Serra do Navio;0,645613501;0,646316271;0,67421659;0,685122478;0,6183523293;
AP;1600105;Amapá;0,525444255;0,53540488;0,533706753;0,568248699;0,6280981515;
AP;1600154;Pedra Branca do Amaparí;0,631635655;0,57079994;0,568252203;0,529983936;0,5194129482;
AP;1600204;Calçoene;0,550494814;0,586815486;0,63019758;0,597731667;0,5992342953;
AP;1600212;Cutias;0,582426541;0,584282068;0,764192322;0,603989971;0,6161909652;
AP;1600238;Ferreira Gomes;0,542709571;0,605306847;0,794668332;0,57536136;0,6177125251;
AP;1600253;Itaubal;0,58540958;0,535855168;0,600161641;0,620433719;0,61808567;
AP;1600279;Laranjal do Jari;0,517629566;0,521247567;0,538742991;0,541834463;0,5742432674;
AP;1600303;Macapá;0,577282713;0,592936607;0,611079703;0,633927539;0,6515910738;
AP;1600402;Mazagão;0,516032592;0,570552419;0,591127913;0,608387096;0,6127911795;
AP;1600501;Oiapoque;0,557360549;0,540701342;0,534854353;0,601783591;0,5867530117;
AP;1600535;Porto Grande;0,489007731;0,58374685;0,59366602;0,620296517;0,6221700666;
AP;1600550;Pracuúba;0,506270679;0,60415154;0,612449025;0,615951568;0,5869444743;
AP;1600600;Santana;0,567090544;0,607003305;0,629365137;0,649510207;0,6701673533;
AP;1600709;Tartarugalzinho;0,545972191;0,555193775;0,526370002;0,524524903;0,5389930325;
AP;1600808;Vitória do Jari;0,574359908;0,504583937;0,539912794;0,571634947;0,6299688177;
BA;2900108;Abaíra;0,538296939;0,534263792;0,593195545;0,60436918;0,6197150015;
BA;2900207;Abaré;0,46307958;0,530541103;0,5682676;0,581995523;0,6107849764;
BA;2900306;Acajutiba;0,439370714;0,474344504;0,494813316;0,512879758;0,570523027;
BA;2900355;Adustina;0,530310816;0,551015432;0,520811117;0,612785889;0,6040588169;
BA;2900405;Água Fria;0,41634087;0,510263216;0,511709162;0,500982168;0,5140049619;
BA;2900504;Érico Cardoso;0,411286912;0,473686411;0,619963016;0,563018502;0,5870928313;
BA;2900603;Aiquara;0,500041588;0,499713823;0,471711913;0,520620009;0,6288627436;
BA;2900702;Alagoinhas;0,538828378;0,571740303;0,606855025;0,599462635;0,6432090066;
BA;2900801;Alcobaça;0,420826778;0,4945722;0,510165404;0,571121397;0,5808159742;
BA;2900900;Almadina;0,503595527;0,488044424;0,513590957;0,468874465;0,5243405689;
BA;2901007;Amargosa;0,524240999;0,604530493;0,618888795;0,619519575;0,6792668128;
BA;2901106;Amélia Rodrigues;0,630283681;0,735154564;0,744298941;0,704697108;0,7625223781;
BA;2901155;América Dourada;0,452614367;0,538173227;0,58480138;0,610803526;0,6253850964;
BA;2901205;Anagé;0,450993116;0,545566198;0,500754759;0,516214681;0,5348063654;
BA;2901304;Andaraí;0,372538274;0,475305561;0,509885153;0,503676763;0,5166784568;
BA;2901353;Andorinha;0,44104924;0,502352851;0,622331751;0,668150578;0,7000452415;
BA;2901403;Angical;0,504610836;0,642488487;0,615911621;0,596040042;0,7128430526;
BA;2901502;Anguera;0,412329771;0,446911194;0,460105104;0,554150472;0,6114705912;
BA;2901601;Antas;0,511439074;0,594837347;0,53087727;0,553634048;0,601299692;
BA;2901700;Antônio Cardoso;0,418652194;0,48105233;0,516061194;0,49212602;0,5189279162;
BA;2901809;Antônio Gonçalves;0,556159432;0,612799939;0,598982436;0,595716058;0,6267581525;
BA;2901908;Aporá;0,444912326;0,497313869;0,535979356;0,531817198;0,5725475408;
BA;2901957;Apuarema;0,426899342;0,486981556;0,455477821;0,424771925;0,4529449473;
BA;2902005;Aracatu;0,447440106;0,504040903;0,578161003;0,593991691;0,6145480373;
BA;2902054;Araças;0,425815347;0,498079502;0,528867745;0,46754817;0,5700955384;
BA;2902104;Araci;0,382765413;0,37005879;0,391368487;0,434004263;0,486139418;
BA;2902203;Aramari;0,444285395;0,513670961;0,543016468;0,497586078;0,5471059176;
BA;2902252;Arataca;0,421549052;0,510610198;0,441215122;0,454142484;0,4396887011;
BA;2902302;Aratuípe;0,41035454;0,4440323;0,470374239;0,528485826;0,5802954542;
BA;2902401;Aurelino Leal;0,384332995;0,39088202;0,478294991;0,498313193;0,5284360886;
BA;2902500;Baianópolis;0,485974814;0,527216933;0,541771328;0,539244551;0,5685420742;
BA;2902609;Baixa Grande;0,436319355;0,46941197;0,499825246;0,492987856;0,5778798288;
BA;2902658;Banzaê;0,437562371;0,441271959;0,452775998;0,529248536;0,5509929993;
BA;2902708;Barra;0,385125578;0,435508164;0,466496961;0,505816784;0,5407914092;
BA;2902807;Barra da Estiva;0,506689086;0,499392434;0,614528484;0,577456074;0,6247204287;
BA;2902906;Barra do Choça;0,365583246;0,420196588;0,473754915;0,508314478;0,5370254569;
BA;2903003;Barra do Mendes;0,46286417;0,516262208;0,526513179;0,662119417;0,5357537976;
BA;2903102;Barra do Rocha;0,393386385;0,487625888;0,474110825;0,56257999;0,5393167382;
BA;2903201;Barreiras;0,558028431;0,570620289;0,58967098;0,621923493;0,6311889886;
BA;2903235;Barro Alto;0,541724408;0,606740285;0,583398427;0,633551896;0,6282358591;
BA;2903276;Barrocas;0,452301963;0,492380347;0,629486655;0,458678302;0,5016671523;
BA;2903300;Governador Lomanto Júnior;0,468422496;0,601398195;0,893088352;0,687604578;0,7027618335;
BA;2903409;Belmonte;0,482219739;0,533166225;0,765674553;0,522196496;0,5356167332;
BA;2903508;Belo Campo;0,411933513;0,471695411;0,524711149;0,544584211;0,5533014422;
BA;2903607;Biritinga;0,350351709;0,521508964;0,804671717;0,507741194;0,4963528346;
BA;2903706;Boa Nova;0,472816502;0,450408068;0,587153707;0,59842267;0,6675279553;
BA;2903805;Boa Vista do Tupim;0,461417739;0,582607015;0,790194358;0,634827785;0,7200292171;
BA;2903904;Bom Jesus da Lapa;0,465484773;0,505015964;0,644517586;0,545064357;0,6056091998;
BA;2903953;Bom Jesus da Serra;0,312741368;0,382817479;0,844188453;0,428811515;0,4705998225;
BA;2904001;Boninal;0,518788294;0,536989986;0,718994102;0,545649027;0,5995401658;
BA;2904050;Bonito;0,439596801;0,504823069;0,537984916;0,55279589;0,5220462621;
BA;2904100;Boquira;0,404708931;0,546689063;0,621081173;0,529553;0,5888739562;
BA;2904209;Botuporã;0,469903683;0,511064549;0,658959651;0,535165924;0,6103483562;
BA;2904308;Brejões;0,478231397;0,435915091;0,717114097;0,575253666;0,6291447955;
BA;2904407;Brejolândia;0,5279779;0,513100739;0,491550837;0,565782957;0,5570949008;
BA;2904506;Brotas de Macaúbas;0,431519134;0,496396759;0,870058746;0,510676835;0,5511452708;
BA;2904605;Brumado;0,48105609;0,549396719;0,807210138;0,66279087;0,7095598095;
BA;2904704;Buerarema;0,548199455;0,491881793;0,623477376;0,526546133;0,5422563459;
BA;2904753;Buritirama;0,421395816;0,481296073;0,63724853;0,551414118;0,6374317192;
BA;2904803;Caatiba;0,324988872;0,389375532;0,739112926;0,461174212;0,4370079263;
BA;2904852;Cabaceiras do Paraguaçu;0,533873095;0,554569741;0,659162908;0,572271364;0,6057999221;
BA;2904902;Cachoeira;0,482059146;0,541262047;0,696149704;0,586372222;0,6360975123;
BA;2905008;Caculé;0,560840613;0,569457338;0,760901202;0,645901066;0,6697631324;
BA;2905107;Caém;0,549500097;0,571310996;0,592027678;0,606573906;0,5982711477;
BA;2905156;Caetanos;0,427741509;0,455798987;0,745107023;0,507842352;0,5105275602;
BA;2905206;Caetité;0,551262321;0,610632758;0,59535685;0,636652819;0,6589425587;
BA;2905305;Cafarnaum;0,397511029;0,450679419;0,611304201;0,489015327;0,5759665248;
BA;2905404;Cairu;0,605694779;0,643529351;0,869199375;0,578424501;0,6185423173;
BA;2905503;Caldeirão Grande;0,43480645;0,479192274;0,649994147;0,510996316;0,5389107641;
BA;2905602;Camacan;0,449299789;0,474044895;0,597119525;0,518012738;0,5276665079;
BA;2905701;Camaçari;0,480289629;0,468038091;0,507822749;0,518545772;0,5569493951;
BA;2905800;Camamu;0,366905594;0,411299809;0,651370465;0,481396037;0,4804855652;
BA;2905909;Campo Alegre de Lourdes;0,411253338;0,442596333;0,800528569;0,481411502;0,5299842842;
BA;2906006;Campo Formoso;0,587228031;0,605434868;0,65221211;0,627901394;0,6492187192;
BA;2906105;Canápolis;0,484312074;0,454404568;0,783464543;0,627223559;0,5250960834;
BA;2906204;Canarana;0,431746128;0,534208564;0,681446757;0,541915616;0,5716343859;
BA;2906303;Canavieiras;0,483036999;0,501844811;0,603699183;0,524351432;0,5692607068;
BA;2906402;Candeal;0,477390125;0,514236169;0,506521856;0,520189411;0,5237063076;
BA;2906501;Candeias;0,531195182;0,598248919;0,742333016;0,571839698;0,5905252496;
BA;2906600;Candiba;0,503961981;0,519992904;0,670280062;0,56972961;0,6823285788;
BA;2906709;Cândido Sales;0,423353376;0,488663205;0,943676471;0,571002012;0,5475328173;
BA;2906808;Cansanção;0,364341872;0,49123682;0,76475591;0,450794977;0,462366668;
BA;2906824;Canudos;0,469113204;0,517707414;0,579172021;0,513655953;0,5333402078;
BA;2906857;Capela do Alto Alegre;0,541380237;0,521599758;0,800750485;0,623533377;0,6089494955;
BA;2906873;Capim Grosso;0,498376903;0,540095027;0,711335657;0,565196299;0,6142071422;
BA;2906899;Caraíbas;0,404863231;0,505140613;0,532628666;0,48322594;0,4800267002;
BA;2906907;Caravelas;0,498347825;0,547445318;0,593797187;0,521351275;0,5549698129;
BA;2907004;Cardeal da Silva;0,375574712;0,411339351;0,691322168;0,486121397;0,5480983782;
BA;2907103;Carinhanha;0,378668113;0,454009601;0,632450182;0,522067838;0,5250140358;
BA;2907202;Casa Nova;0,403522387;0,429637573;0,72491179;0,456108767;0,4608082747;
BA;2907301;Castro Alves;0,490128234;0,521863265;0,733868367;0,535934033;0,5913612709;
BA;2907400;Catolândia;0,553496742;0,562237752;0,654377311;0,642506203;0,7065324904;
BA;2907509;Catu;0,510642252;0,589357109;0,701309067;0,643657515;0,6748056519;
BA;2907558;Caturama;0,42766344;0,518894401;0,714532919;0,569046055;0,5957590689;
BA;2907608;Central;0,486591321;0,539513649;0,694751182;0,557004583;0,5804468123;
BA;2907707;Chorrochó;0,513308424;0,63120331;0,62527835;0,658914061;0,6732596136;
BA;2907806;Cícero Dantas;0,395876666;0,471748668;0,775900309;0,517077316;0,552975607;
BA;2907905;Cipó;0,528153437;0,537936532;0,715573193;0,582637043;0,6309798053;
BA;2908002;Coaraci;0,506449004;0,586085418;0,681984986;0,615920348;0,6393567226;
